user_id,segment,platform,exposed,placement,converted,engaged,orders,revenue,campaign_date
U03065,Returning,Android,1,Merchandising Card,0,0,0,0.0,2026-05-22
U03066,New,iOS,1,Banner,0,1,0,0.0,2026-05-10
U03067,New,Android,1,Banner,0,0,0,0.0,2026-05-16
U03068,Reactivated,Android,0,Control,0,0,0,0.0,2026-05-28
U03069,New,iOS,0,Control,0,0,0,0.0,2026-05-25
U03070,Returning,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-19
U03071,High Value,iOS,1,Banner,0,0,0,0.0,2026-05-20
U03072,Returning,iOS,1,Banner,0,1,0,0.0,2026-05-24
U03073,New,iOS,0,Control,0,1,0,0.0,2026-05-16
U03074,New,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-26
U03075,Returning,iOS,0,Control,0,1,0,0.0,2026-05-19
U03076,High Value,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-20
U03077,Reactivated,iOS,0,Control,0,0,0,0.0,2026-05-02
U03078,New,iOS,0,Control,0,0,0,0.0,2026-05-15
U03079,New,iOS,1,Banner,0,0,0,0.0,2026-05-08
U03080,Reactivated,Android,1,Banner,0,1,0,0.0,2026-05-22
U03081,High Value,Android,1,Banner,0,0,0,0.0,2026-05-08
U03082,High Value,Android,0,Control,1,0,0,0.0,2026-05-02
U03083,New,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-22
U03084,Returning,iOS,1,Pop-up,0,0,0,0.0,2026-05-08
U03085,High Value,iOS,0,Control,1,0,5,223.45,2026-05-26
U03086,Returning,Android,1,Merchandising Card,0,0,0,0.0,2026-05-26
U03087,Returning,Android,0,Control,1,0,1,32.21,2026-05-01
U03088,New,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-26
U03089,Returning,Android,0,Control,0,0,0,0.0,2026-05-25
U03090,New,Android,1,Merchandising Card,0,1,0,0.0,2026-05-25
U03091,Returning,Android,0,Control,0,0,0,0.0,2026-05-22
U03092,Reactivated,iOS,0,Control,0,0,0,0.0,2026-05-04
U03093,Returning,iOS,0,Control,1,0,1,29.16,2026-05-26
U03094,High Value,iOS,0,Control,0,0,0,0.0,2026-05-16
U03095,New,iOS,0,Control,0,0,0,0.0,2026-05-03
U03096,Returning,Android,0,Control,0,1,0,0.0,2026-05-11
U03097,Reactivated,iOS,0,Control,0,0,0,0.0,2026-05-09
U03098,New,Android,0,Control,0,0,0,0.0,2026-05-20
U03099,New,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-04
U03100,Returning,iOS,1,Pop-up,0,1,0,0.0,2026-05-23
U03101,New,iOS,1,Merchandising Card,0,1,0,0.0,2026-05-09
U03102,High Value,iOS,0,Control,0,0,0,0.0,2026-05-26
U03103,Reactivated,Android,1,Banner,0,0,0,0.0,2026-05-03
U03104,Returning,Android,1,Banner,0,0,0,0.0,2026-05-28
U03105,New,Android,0,Control,0,1,0,0.0,2026-05-08
U03106,Returning,Android,1,Merchandising Card,0,0,0,0.0,2026-05-03
U03107,High Value,iOS,1,Banner,1,0,2,109.62,2026-05-04
U03108,New,Android,1,Pop-up,1,0,1,27.88,2026-05-26
U03109,Returning,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-18
U03110,Returning,Android,0,Control,0,0,0,0.0,2026-05-21
U03111,Returning,Android,0,Control,0,0,0,0.0,2026-05-22
U03112,New,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-18
U03113,High Value,iOS,0,Control,0,0,0,0.0,2026-05-23
U03114,New,Android,0,Control,0,0,0,0.0,2026-05-15
U03115,New,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-25
U03116,High Value,iOS,1,Banner,1,1,1,50.51,2026-05-11
U03117,High Value,iOS,0,Control,0,0,0,0.0,2026-05-18
U03118,New,Android,1,Merchandising Card,0,1,0,0.0,2026-05-01
U03119,New,iOS,0,Control,0,0,0,0.0,2026-05-01
U03120,New,Android,1,Pop-up,0,0,0,0.0,2026-05-14
U03121,New,Android,1,Merchandising Card,1,1,1,43.64,2026-05-23
U03122,New,Android,1,Banner,0,0,0,0.0,2026-05-25
U03123,New,iOS,0,Control,0,0,0,0.0,2026-05-27
U03124,Returning,Android,0,Control,0,0,0,0.0,2026-05-01
U03125,High Value,iOS,0,Control,0,0,0,0.0,2026-05-12
U03126,Returning,Android,1,Merchandising Card,1,1,1,8.0,2026-05-21
U03127,Returning,Android,0,Control,0,0,0,0.0,2026-05-07
U03128,New,Android,1,Pop-up,0,0,0,0.0,2026-05-07
U03129,Reactivated,Android,0,Control,0,0,0,0.0,2026-05-14
U03130,High Value,Android,1,Merchandising Card,0,0,0,0.0,2026-05-04
U03131,High Value,iOS,0,Control,0,0,0,0.0,2026-05-20
U03132,High Value,Android,1,Banner,0,0,0,0.0,2026-05-12
U03133,Reactivated,iOS,1,Merchandising Card,1,0,3,93.71,2026-05-17
U03134,Returning,iOS,0,Control,0,0,0,0.0,2026-05-20
U03135,New,iOS,0,Control,0,0,0,0.0,2026-05-01
U03136,Returning,Android,0,Control,0,0,0,0.0,2026-05-16
U03137,High Value,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-16
U03138,High Value,Android,1,Pop-up,0,0,0,0.0,2026-05-07
U03139,Returning,Android,1,Banner,0,0,0,0.0,2026-05-01
U03140,New,Android,1,Banner,0,0,0,0.0,2026-05-28
U03141,Returning,Android,1,Pop-up,0,0,0,0.0,2026-05-03
U03142,Reactivated,iOS,0,Control,0,0,0,0.0,2026-05-09
U03143,Returning,Android,1,Banner,0,1,0,0.0,2026-05-12
U03144,Returning,Android,0,Control,1,0,1,50.62,2026-05-19
U03145,New,Android,1,Merchandising Card,0,0,0,0.0,2026-05-15
U03146,Returning,iOS,1,Banner,1,1,2,48.31,2026-05-20
U03147,High Value,iOS,1,Merchandising Card,0,1,0,0.0,2026-05-09
U03148,Returning,Android,0,Control,0,0,0,0.0,2026-05-28
U03149,High Value,iOS,1,Banner,0,0,0,0.0,2026-05-04
U03150,Returning,iOS,1,Merchandising Card,0,1,0,0.0,2026-05-17
U03151,Returning,iOS,0,Control,0,1,0,0.0,2026-05-25
U03152,New,iOS,0,Control,0,0,0,0.0,2026-05-28
U03153,High Value,iOS,1,Pop-up,0,1,0,0.0,2026-05-19
U03154,Returning,Android,0,Control,0,0,0,0.0,2026-05-14
U03155,Returning,Android,0,Control,0,0,0,0.0,2026-05-02
U03156,Returning,iOS,1,Banner,0,0,0,0.0,2026-05-26
U03157,Reactivated,iOS,0,Control,0,1,0,0.0,2026-05-13
U03158,New,Android,0,Control,0,0,0,0.0,2026-05-10
U03159,High Value,iOS,1,Banner,0,1,0,0.0,2026-05-02
U03160,New,Android,0,Control,1,0,1,38.44,2026-05-24
U03161,Returning,iOS,0,Control,0,1,0,0.0,2026-05-16
U03162,New,Android,0,Control,0,0,0,0.0,2026-05-20
U03163,New,Android,0,Control,0,0,0,0.0,2026-05-01
U03164,Returning,Android,0,Control,0,1,0,0.0,2026-05-03
U03165,New,Android,0,Control,0,0,0,0.0,2026-05-02
U03166,Returning,iOS,0,Control,1,0,0,0.0,2026-05-11
U03167,Reactivated,iOS,1,Pop-up,0,0,0,0.0,2026-05-27
U03168,New,Android,1,Banner,1,0,1,23.72,2026-05-12
U03169,High Value,Android,0,Control,1,0,0,0.0,2026-05-12
U03170,Returning,iOS,1,Banner,0,1,0,0.0,2026-05-04
U03171,Returning,Android,1,Banner,0,0,0,0.0,2026-05-27
U03172,New,Android,1,Banner,0,0,0,0.0,2026-05-06
U03173,New,Android,0,Control,0,0,0,0.0,2026-05-11
U03174,New,iOS,0,Control,1,0,0,0.0,2026-05-18
U03175,New,Android,1,Banner,0,1,0,0.0,2026-05-04
U03176,New,iOS,0,Control,0,1,0,0.0,2026-05-08
U03177,Returning,Android,0,Control,0,0,0,0.0,2026-05-05
U03178,High Value,iOS,1,Banner,0,0,0,0.0,2026-05-07
U03179,High Value,Android,1,Banner,1,1,3,170.42,2026-05-02
U03180,Returning,iOS,0,Control,0,0,0,0.0,2026-05-24
U03181,New,iOS,0,Control,0,0,0,0.0,2026-05-16
U03182,New,iOS,0,Control,0,0,0,0.0,2026-05-09
U03183,New,iOS,0,Control,1,0,0,0.0,2026-05-05
U03184,New,Android,0,Control,1,1,0,0.0,2026-05-23
U03185,Returning,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-20
U03186,Returning,Android,1,Merchandising Card,1,0,0,0.0,2026-05-12
U03187,Returning,Android,1,Banner,0,0,0,0.0,2026-05-27
U03188,Returning,Android,0,Control,0,0,0,0.0,2026-05-27
U03189,High Value,iOS,0,Control,1,0,1,48.75,2026-05-27
U03190,High Value,iOS,1,Banner,0,1,0,0.0,2026-05-13
U03191,New,iOS,0,Control,0,0,0,0.0,2026-05-20
U03192,Reactivated,Android,1,Merchandising Card,1,1,2,51.34,2026-05-27
U03193,Reactivated,iOS,0,Control,0,1,0,0.0,2026-05-26
U03194,New,Android,0,Control,0,0,0,0.0,2026-05-17
U03195,Returning,iOS,1,Merchandising Card,0,1,0,0.0,2026-05-08
U03196,Returning,Android,0,Control,1,1,2,43.58,2026-05-22
U03197,Reactivated,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-11
U03198,High Value,iOS,1,Pop-up,0,1,0,0.0,2026-05-07
U03199,New,Android,1,Banner,0,1,0,0.0,2026-05-15
U03200,Returning,Android,1,Merchandising Card,1,1,2,16.0,2026-05-01
U03201,Returning,Android,0,Control,0,0,0,0.0,2026-05-26
U03202,Returning,iOS,0,Control,0,1,0,0.0,2026-05-21
U03203,New,Android,0,Control,0,0,0,0.0,2026-05-06
U03204,High Value,Android,1,Banner,0,0,0,0.0,2026-05-08
U03205,Returning,iOS,1,Pop-up,1,0,4,95.88,2026-05-12
U03206,High Value,iOS,0,Control,1,1,1,71.39,2026-05-04
U03207,High Value,Android,0,Control,0,0,0,0.0,2026-05-20
U03208,High Value,Android,1,Banner,0,1,0,0.0,2026-05-03
U03209,Returning,Android,1,Merchandising Card,1,0,1,48.46,2026-05-27
U03210,Returning,Android,0,Control,0,0,0,0.0,2026-05-17
U03211,New,iOS,1,Banner,0,1,0,0.0,2026-05-02
U03212,Returning,Android,1,Pop-up,0,1,0,0.0,2026-05-17
U03213,New,Android,0,Control,0,0,0,0.0,2026-05-19
U03214,Returning,Android,0,Control,0,0,0,0.0,2026-05-18
U03215,New,Android,1,Pop-up,1,1,0,0.0,2026-05-27
U03216,New,Android,0,Control,0,0,0,0.0,2026-05-25
U03217,New,iOS,1,Merchandising Card,1,1,1,37.13,2026-05-07
U03218,New,iOS,0,Control,1,0,0,0.0,2026-05-03
U03219,High Value,iOS,0,Control,0,1,0,0.0,2026-05-09
U03220,High Value,Android,0,Control,0,0,0,0.0,2026-05-19
U03221,Returning,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-13
U03222,New,Android,0,Control,0,0,0,0.0,2026-05-13
U03223,New,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-09
U03224,New,iOS,0,Control,0,1,0,0.0,2026-05-14
U03225,New,Android,0,Control,0,0,0,0.0,2026-05-20
U03226,High Value,Android,0,Control,0,0,0,0.0,2026-05-25
U03227,New,iOS,1,Banner,0,1,0,0.0,2026-05-05
U03228,Returning,Android,0,Control,0,0,0,0.0,2026-05-12
U03229,New,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-04
U03230,New,iOS,1,Pop-up,1,0,1,15.77,2026-05-10
U03231,Returning,iOS,0,Control,0,0,0,0.0,2026-05-18
U03232,Returning,Android,1,Banner,0,0,0,0.0,2026-05-10
U03233,New,iOS,0,Control,0,0,0,0.0,2026-05-11
U03234,New,Android,1,Pop-up,0,0,0,0.0,2026-05-05
U03235,Returning,Android,0,Control,0,1,0,0.0,2026-05-02
U03236,New,iOS,0,Control,0,1,0,0.0,2026-05-05
U03237,New,iOS,0,Control,0,0,0,0.0,2026-05-18
U03238,Reactivated,iOS,1,Banner,0,0,0,0.0,2026-05-16
U03239,Returning,Android,0,Control,0,0,0,0.0,2026-05-25
U03240,Returning,Android,1,Merchandising Card,1,1,1,12.87,2026-05-20
U03241,Returning,Android,1,Banner,0,0,0,0.0,2026-05-20
U03242,Returning,iOS,0,Control,0,0,0,0.0,2026-05-26
U03243,Returning,iOS,0,Control,1,0,0,0.0,2026-05-08
U03244,Returning,iOS,0,Control,0,0,0,0.0,2026-05-12
U03245,High Value,iOS,0,Control,0,0,0,0.0,2026-05-12
U03246,New,iOS,0,Control,1,0,0,0.0,2026-05-15
U03247,Returning,Android,0,Control,0,0,0,0.0,2026-05-15
U03248,Returning,Android,1,Banner,0,0,0,0.0,2026-05-09
U03249,High Value,Android,0,Control,0,0,0,0.0,2026-05-15
U03250,Returning,iOS,0,Control,0,0,0,0.0,2026-05-13
U03251,Returning,iOS,0,Control,0,0,0,0.0,2026-05-10
U03252,New,iOS,1,Merchandising Card,1,1,1,36.0,2026-05-17
U03253,Returning,iOS,0,Control,0,0,0,0.0,2026-05-07
U03254,New,Android,1,Merchandising Card,0,0,0,0.0,2026-05-16
U03255,New,iOS,1,Merchandising Card,0,1,0,0.0,2026-05-12
U03256,New,Android,1,Merchandising Card,0,1,0,0.0,2026-05-01
U03257,Returning,Android,0,Control,0,1,0,0.0,2026-05-20
U03258,New,iOS,0,Control,0,0,0,0.0,2026-05-25
U03259,Returning,Android,0,Control,0,0,0,0.0,2026-05-06
U03260,High Value,Android,0,Control,0,0,0,0.0,2026-05-21
U03261,New,iOS,0,Control,0,0,0,0.0,2026-05-16
U03262,Returning,Android,1,Banner,1,0,1,16.94,2026-05-19
U03263,Returning,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-16
U03264,New,Android,1,Merchandising Card,0,0,0,0.0,2026-05-23
U03265,High Value,iOS,1,Banner,0,0,0,0.0,2026-05-05
U03266,New,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-18
U03267,Returning,iOS,0,Control,0,0,0,0.0,2026-05-21
U03268,Returning,Android,1,Merchandising Card,0,0,0,0.0,2026-05-26
U03269,Returning,iOS,0,Control,0,0,0,0.0,2026-05-13
U03270,Returning,iOS,1,Banner,0,0,0,0.0,2026-05-26
U03271,New,iOS,1,Merchandising Card,1,0,2,63.81,2026-05-15
U03272,New,iOS,1,Merchandising Card,0,1,0,0.0,2026-05-22
U03273,High Value,Android,0,Control,1,1,2,112.48,2026-05-15
U03274,Returning,Android,0,Control,0,0,0,0.0,2026-05-22
U03275,High Value,Android,1,Banner,0,1,0,0.0,2026-05-04
U03276,High Value,Android,1,Banner,1,1,0,0.0,2026-05-04
U03277,High Value,Android,1,Merchandising Card,0,0,0,0.0,2026-05-09
U03278,Returning,Android,0,Control,0,0,0,0.0,2026-05-17
U03279,New,Android,1,Banner,0,1,0,0.0,2026-05-22
U03280,High Value,iOS,1,Pop-up,0,1,0,0.0,2026-05-25
U03281,Returning,Android,0,Control,0,0,0,0.0,2026-05-22
U03282,New,Android,1,Merchandising Card,1,1,5,182.93,2026-05-10
U03283,High Value,Android,0,Control,0,0,0,0.0,2026-05-25
U03284,High Value,Android,1,Pop-up,0,0,0,0.0,2026-05-19
U03285,Returning,iOS,1,Merchandising Card,1,1,0,0.0,2026-05-17
U03286,New,Android,1,Banner,0,0,0,0.0,2026-05-16
U03287,Returning,Android,0,Control,0,1,0,0.0,2026-05-14
U03288,High Value,iOS,1,Banner,1,1,1,53.16,2026-05-06
U03289,Reactivated,iOS,1,Merchandising Card,0,1,0,0.0,2026-05-07
U03290,New,iOS,1,Banner,0,1,0,0.0,2026-05-07
U03291,New,Android,0,Control,0,0,0,0.0,2026-05-14
U03292,High Value,Android,0,Control,0,0,0,0.0,2026-05-14
U03293,Returning,Android,0,Control,0,0,0,0.0,2026-05-16
U03294,Returning,iOS,0,Control,0,0,0,0.0,2026-05-05
U03295,Reactivated,Android,0,Control,0,0,0,0.0,2026-05-11
U03296,New,iOS,1,Pop-up,0,0,0,0.0,2026-05-22
U03297,Returning,iOS,0,Control,0,0,0,0.0,2026-05-17
U03298,New,iOS,1,Merchandising Card,1,0,0,0.0,2026-05-20
U03299,Returning,Android,1,Pop-up,0,0,0,0.0,2026-05-24
U03300,High Value,iOS,1,Banner,1,0,3,196.81,2026-05-03
U03301,Returning,iOS,1,Merchandising Card,1,0,0,0.0,2026-05-19
U03302,Reactivated,iOS,1,Banner,0,1,0,0.0,2026-05-24
U03303,Returning,iOS,1,Pop-up,0,1,0,0.0,2026-05-05
U03304,New,Android,0,Control,0,0,0,0.0,2026-05-02
U03305,New,Android,0,Control,0,1,0,0.0,2026-05-10
U03306,Returning,Android,0,Control,0,0,0,0.0,2026-05-06
U03307,Returning,Android,1,Banner,0,0,0,0.0,2026-05-02
U03308,New,Android,1,Merchandising Card,0,1,0,0.0,2026-05-23
U03309,Returning,Android,0,Control,1,0,2,61.24,2026-05-26
U03310,Returning,iOS,1,Banner,0,0,0,0.0,2026-05-14
U03311,High Value,Android,1,Banner,0,1,0,0.0,2026-05-09
U03312,Returning,iOS,0,Control,0,1,0,0.0,2026-05-18
U03313,High Value,Android,0,Control,1,0,1,29.01,2026-05-02
U03314,New,Android,1,Merchandising Card,1,0,0,0.0,2026-05-05
U03315,New,iOS,0,Control,0,0,0,0.0,2026-05-23
U03316,Returning,iOS,0,Control,0,0,0,0.0,2026-05-19
U03317,Returning,iOS,0,Control,0,0,0,0.0,2026-05-24
U03318,New,iOS,0,Control,0,0,0,0.0,2026-05-08
U03319,High Value,Android,1,Banner,0,0,0,0.0,2026-05-16
U03320,High Value,Android,0,Control,1,0,0,0.0,2026-05-23
U03321,Returning,Android,1,Merchandising Card,0,0,0,0.0,2026-05-14
U03322,New,Android,1,Merchandising Card,0,0,0,0.0,2026-05-17
U03323,High Value,iOS,1,Pop-up,1,0,1,43.16,2026-05-07
U03324,Returning,iOS,1,Pop-up,0,1,0,0.0,2026-05-11
U03325,High Value,Android,0,Control,0,0,0,0.0,2026-05-06
U03326,High Value,Android,0,Control,0,1,0,0.0,2026-05-14
U03327,High Value,Android,0,Control,1,0,1,41.61,2026-05-01
U03328,Returning,iOS,1,Banner,0,1,0,0.0,2026-05-08
U03329,New,Android,1,Banner,0,1,0,0.0,2026-05-09
U03330,Returning,Android,0,Control,1,0,0,0.0,2026-05-17
U03331,Returning,Android,1,Merchandising Card,0,0,0,0.0,2026-05-16
U03332,High Value,Android,0,Control,0,0,0,0.0,2026-05-15
U03333,New,Android,0,Control,0,1,0,0.0,2026-05-27
U03334,New,iOS,0,Control,0,0,0,0.0,2026-05-15
U03335,High Value,Android,1,Merchandising Card,1,0,4,237.84,2026-05-20
U03336,High Value,iOS,0,Control,0,0,0,0.0,2026-05-21
U03337,Reactivated,iOS,0,Control,0,1,0,0.0,2026-05-28
U03338,High Value,Android,0,Control,0,0,0,0.0,2026-05-18
U03339,Returning,Android,0,Control,0,0,0,0.0,2026-05-21
U03340,Returning,iOS,1,Banner,0,0,0,0.0,2026-05-11
U03341,High Value,iOS,0,Control,1,0,1,67.41,2026-05-14
U03342,Returning,Android,0,Control,1,0,2,89.0,2026-05-12
U03343,Returning,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-02
U03344,New,iOS,0,Control,0,0,0,0.0,2026-05-22
U03345,Returning,iOS,1,Banner,0,0,0,0.0,2026-05-11
U03346,High Value,Android,1,Banner,0,0,0,0.0,2026-05-18
U03347,New,iOS,0,Control,0,0,0,0.0,2026-05-02
U03348,New,Android,0,Control,0,0,0,0.0,2026-05-02
U03349,New,iOS,1,Merchandising Card,0,1,0,0.0,2026-05-25
U03350,New,Android,0,Control,0,1,0,0.0,2026-05-20
U03351,New,iOS,0,Control,0,0,0,0.0,2026-05-06
U03352,Returning,Android,1,Merchandising Card,0,1,0,0.0,2026-05-16
U03353,Reactivated,Android,0,Control,0,0,0,0.0,2026-05-08
U03354,Returning,iOS,0,Control,0,0,0,0.0,2026-05-27
U03355,New,Android,1,Banner,0,0,0,0.0,2026-05-26
U03356,New,Android,1,Pop-up,0,1,0,0.0,2026-05-21
U03357,Returning,iOS,1,Pop-up,0,0,0,0.0,2026-05-19
U03358,Returning,Android,0,Control,0,0,0,0.0,2026-05-10
U03359,High Value,Android,1,Pop-up,0,1,0,0.0,2026-05-01
U03360,Returning,iOS,0,Control,0,1,0,0.0,2026-05-05
U03361,High Value,iOS,0,Control,0,1,0,0.0,2026-05-02
U03362,New,Android,0,Control,0,1,0,0.0,2026-05-23
U03363,Returning,Android,0,Control,0,0,0,0.0,2026-05-13
U03364,New,Android,1,Banner,0,0,0,0.0,2026-05-02
U03365,Reactivated,Android,0,Control,0,0,0,0.0,2026-05-21
U03366,Returning,iOS,1,Merchandising Card,1,0,0,0.0,2026-05-12
U03367,New,iOS,0,Control,0,1,0,0.0,2026-05-18
U03368,New,Android,0,Control,1,0,1,35.56,2026-05-18
U03369,New,Android,1,Merchandising Card,0,0,0,0.0,2026-05-02
U03370,Returning,iOS,1,Banner,0,0,0,0.0,2026-05-06
U03371,New,Android,1,Banner,0,0,0,0.0,2026-05-03
U03372,Returning,Android,1,Banner,1,1,1,36.67,2026-05-18
U03373,New,Android,0,Control,0,1,0,0.0,2026-05-06
U03374,Returning,iOS,1,Merchandising Card,1,0,1,25.58,2026-05-26
U03375,High Value,iOS,0,Control,0,1,0,0.0,2026-05-20
U03376,High Value,Android,1,Merchandising Card,0,0,0,0.0,2026-05-17
U03377,High Value,Android,1,Merchandising Card,0,1,0,0.0,2026-05-10
U03378,New,iOS,0,Control,0,0,0,0.0,2026-05-22
U03379,New,Android,0,Control,0,0,0,0.0,2026-05-24
U03380,Returning,iOS,1,Banner,0,0,0,0.0,2026-05-26
U03381,Returning,iOS,1,Merchandising Card,0,1,0,0.0,2026-05-12
U03382,Returning,iOS,0,Control,0,1,0,0.0,2026-05-02
U03383,New,iOS,1,Banner,0,1,0,0.0,2026-05-02
U03384,New,Android,0,Control,0,0,0,0.0,2026-05-16
U03385,New,Android,1,Banner,0,0,0,0.0,2026-05-25
U03386,High Value,iOS,0,Control,0,0,0,0.0,2026-05-26
U03387,New,Android,1,Pop-up,0,1,0,0.0,2026-05-28
U03388,Returning,Android,0,Control,0,0,0,0.0,2026-05-27
U03389,New,iOS,0,Control,0,1,0,0.0,2026-05-02
U03390,Returning,Android,0,Control,0,1,0,0.0,2026-05-12
U03391,New,Android,0,Control,0,0,0,0.0,2026-05-07
U03392,High Value,Android,1,Banner,0,0,0,0.0,2026-05-10
U03393,High Value,Android,1,Banner,0,1,0,0.0,2026-05-06
U03394,New,iOS,0,Control,0,0,0,0.0,2026-05-09
U03395,Reactivated,iOS,0,Control,0,1,0,0.0,2026-05-25
U03396,Reactivated,Android,1,Merchandising Card,0,0,0,0.0,2026-05-03
U03397,High Value,Android,1,Merchandising Card,1,1,0,0.0,2026-05-09
U03398,High Value,iOS,0,Control,1,0,1,73.6,2026-05-14
U03399,New,iOS,1,Banner,0,0,0,0.0,2026-05-01
U03400,Returning,Android,0,Control,0,1,0,0.0,2026-05-10
U03401,New,iOS,0,Control,0,1,0,0.0,2026-05-01
U03402,New,iOS,0,Control,0,0,0,0.0,2026-05-24
U03403,Reactivated,iOS,1,Banner,0,0,0,0.0,2026-05-27
U03404,New,iOS,1,Banner,1,0,2,73.33,2026-05-22
U03405,High Value,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-27
U03406,High Value,Android,0,Control,0,0,0,0.0,2026-05-05
U03407,High Value,iOS,0,Control,0,0,0,0.0,2026-05-15
U03408,Reactivated,Android,0,Control,0,1,0,0.0,2026-05-20
U03409,New,Android,1,Banner,0,0,0,0.0,2026-05-11
U03410,New,Android,0,Control,0,0,0,0.0,2026-05-21
U03411,Returning,Android,1,Banner,0,1,0,0.0,2026-05-07
U03412,New,Android,1,Banner,0,1,0,0.0,2026-05-23
U03413,New,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-02
U03414,Returning,iOS,0,Control,0,1,0,0.0,2026-05-11
U03415,High Value,iOS,0,Control,1,0,2,136.01,2026-05-24
U03416,Returning,iOS,0,Control,0,0,0,0.0,2026-05-26
U03417,New,Android,1,Merchandising Card,0,0,0,0.0,2026-05-08
U03418,Returning,Android,0,Control,0,0,0,0.0,2026-05-02
U03419,New,iOS,0,Control,0,0,0,0.0,2026-05-15
U03420,New,Android,1,Merchandising Card,0,1,0,0.0,2026-05-05
U03421,High Value,Android,0,Control,0,0,0,0.0,2026-05-01
U03422,Returning,iOS,0,Control,0,0,0,0.0,2026-05-04
U03423,High Value,Android,0,Control,0,0,0,0.0,2026-05-04
U03424,New,Android,1,Merchandising Card,0,1,0,0.0,2026-05-16
U03425,High Value,iOS,0,Control,0,1,0,0.0,2026-05-05
U03426,Returning,Android,1,Merchandising Card,0,0,0,0.0,2026-05-02
U03427,Returning,Android,1,Pop-up,0,0,0,0.0,2026-05-25
U03428,Returning,Android,1,Merchandising Card,1,0,1,34.92,2026-05-01
U03429,High Value,Android,0,Control,0,0,0,0.0,2026-05-12
U03430,Returning,Android,1,Merchandising Card,0,1,0,0.0,2026-05-27
U03431,Returning,iOS,0,Control,0,0,0,0.0,2026-05-02
U03432,Reactivated,Android,0,Control,0,1,0,0.0,2026-05-14
U03433,High Value,Android,0,Control,0,1,0,0.0,2026-05-28
U03434,Returning,Android,1,Banner,1,0,0,0.0,2026-05-24
U03435,High Value,Android,0,Control,0,0,0,0.0,2026-05-19
U03436,Returning,Android,0,Control,0,0,0,0.0,2026-05-21
U03437,New,iOS,0,Control,0,0,0,0.0,2026-05-07
U03438,Returning,Android,0,Control,0,1,0,0.0,2026-05-08
U03439,Reactivated,Android,0,Control,0,1,0,0.0,2026-05-25
U03440,Reactivated,iOS,0,Control,0,0,0,0.0,2026-05-27
U03441,Returning,Android,0,Control,0,0,0,0.0,2026-05-19
U03442,Returning,Android,0,Control,0,1,0,0.0,2026-05-01
U03443,New,iOS,0,Control,0,0,0,0.0,2026-05-20
U03444,Reactivated,Android,1,Banner,0,0,0,0.0,2026-05-06
U03445,Reactivated,Android,1,Banner,0,0,0,0.0,2026-05-14
U03446,Returning,Android,1,Pop-up,0,1,0,0.0,2026-05-19
U03447,High Value,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-04
U03448,High Value,Android,1,Merchandising Card,1,0,1,53.77,2026-05-09
U03449,Returning,Android,0,Control,0,0,0,0.0,2026-05-12
U03450,New,Android,1,Banner,0,0,0,0.0,2026-05-20
U03451,Returning,Android,0,Control,0,0,0,0.0,2026-05-01
U03452,Returning,Android,1,Merchandising Card,0,1,0,0.0,2026-05-03
U03453,Returning,iOS,1,Banner,0,1,0,0.0,2026-05-02
U03454,Returning,Android,1,Pop-up,1,0,0,0.0,2026-05-24
U03455,Reactivated,iOS,1,Banner,0,0,0,0.0,2026-05-01
U03456,New,iOS,0,Control,0,0,0,0.0,2026-05-15
U03457,Returning,iOS,0,Control,0,0,0,0.0,2026-05-11
U03458,Returning,Android,0,Control,0,0,0,0.0,2026-05-03
U03459,Returning,iOS,1,Pop-up,0,1,0,0.0,2026-05-16
U03460,Returning,iOS,1,Banner,1,0,1,15.9,2026-05-05
U03461,New,iOS,0,Control,0,0,0,0.0,2026-05-08
U03462,New,Android,1,Banner,0,0,0,0.0,2026-05-21
U03463,Returning,Android,1,Pop-up,0,0,0,0.0,2026-05-26
U03464,Returning,iOS,0,Control,0,1,0,0.0,2026-05-11
U03465,New,Android,1,Banner,0,0,0,0.0,2026-05-10
U03466,High Value,iOS,0,Control,1,0,6,303.76,2026-05-27
U03467,Returning,iOS,1,Banner,1,0,0,0.0,2026-05-08
U03468,Returning,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-21
U03469,High Value,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-07
U03470,New,Android,0,Control,0,1,0,0.0,2026-05-04
